,Department,Direction,Date,Network
386,Administration,both,2014-01-13 19:00:00,"[['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Anda Ribera', 1]]"
387,Administration,both,2014-01-13 20:00:00,[]
388,Administration,both,2014-01-13 21:00:00,[]
389,Administration,both,2014-01-13 22:00:00,[]
390,Administration,both,2014-01-14 08:00:00,[]
391,Administration,both,2014-01-14 09:00:00,"[['Isia Vann', 'Rachel Pantanal', 1]]"
392,Administration,both,2014-01-14 10:00:00,"[['Mat Bramar', 'Felix Balas', 1], ['Mat Bramar', 'Lidelse Dedos', 1], ['Mat Bramar', 'Adra Nubarron', 1], ['Mat Bramar', 'Marin Onda', 1], ['Mat Bramar', 'Kanon Herrero', 1], ['Mat Bramar', 'Cecilia Morluniau', 1], ['Mat Bramar', 'Gustav Cazar', 1], ['Mat Bramar', 'Felix Resumir', 1], ['Mat Bramar', 'Lucas Alcazar', 1], ['Mat Bramar', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Valeria Morlun', 1], ['Mat Bramar', 'Nils Calixto', 1], ['Mat Bramar', 'Varro Awelon', 1], ['Mat Bramar', 'Dante Coginian', 1], ['Mat Bramar', 'Bertrand Ovan', 1], ['Mat Bramar', 'Ingrid Barranco', 1], ['Mat Bramar', 'Hideki Cocinaro', 1], ['Mat Bramar', 'Linnea Bergen', 1], ['Mat Bramar', 'Dylan Scozzese', 1], ['Mat Bramar', 'Sten Sanjorge Jr', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Mat Bramar', 'Varja Lagos', 1], ['Mat Bramar', 'Isia Vann', 1], ['Mat Bramar', 'Claudio Hawelon', 1], ['Mat Bramar', 'Orhan Strum', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Irene Nant', 1], ['Mat Bramar', 'Henk Mies', 1], ['Mat Bramar', 'Adan Morlun', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Edvard Vann', 1], ['Mat Bramar', 'Emile Arpa', 1], ['Mat Bramar', 'Birgitta Frente', 1], ['Mat Bramar', 'Hennie Osvaldo', 1], ['Mat Bramar', 'Minke Mies', 1], ['Mat Bramar', 'Benito Hawelon', 1], ['Mat Bramar', 'Inga Ferro', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Stenig Fusil', 1], ['Mat Bramar', 'Isak Baza', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Brand Tempestad', 1], ['Mat Bramar', 'Isande Borrasca', 1], ['Mat Bramar', 'Loreto Bodrogi', 1], ['Mat Bramar', 'Lars Azada', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Ada Campo-Corrente', 1], ['Mat Bramar', 'Albina Hafon', 1], ['Mat Bramar', 'Elsa Orilla', 1], ['Mat Bramar', 'Kare Orilla', 1], ['Mat Bramar', 'Axel Calzas', 1], ['Mat Bramar', 'Sven Flecha', 1], ['Mat Bramar', 'Vira Frente', 1]]"
393,Administration,both,2014-01-14 11:00:00,"[['Lars Azada', 'Anda Ribera', 1]]"
394,Administration,both,2014-01-14 12:00:00,"[['Linda Lagos', 'Ruscella Mies', 1], ['Linda Lagos', 'Cornelia Lais', 1], ['Linda Lagos', 'Carla Forluniau', 1], ['Linda Lagos', 'Rachel Pantanal', 1], ['Linda Lagos', 'Mat Bramar', 1], ['Linda Lagos', 'Anda Ribera', 1], ['Anda Ribera', 'Ruscella Mies', 1], ['Anda Ribera', 'Cornelia Lais', 1], ['Anda Ribera', 'Carla Forluniau', 1], ['Anda Ribera', 'Rachel Pantanal', 1], ['Anda Ribera', 'Mat Bramar', 1], ['Anda Ribera', 'Linda Lagos', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Carla Forluniau', 1], ['Loreto Bodrogi', 'Mat Bramar', 1], ['Loreto Bodrogi', 'Anda Ribera', 1], ['Loreto Bodrogi', 'Cornelia Lais', 1], ['Loreto Bodrogi', 'Rachel Pantanal', 1], ['Loreto Bodrogi', 'Linda Lagos', 1], ['Loreto Bodrogi', 'Carla Forluniau', 1], ['Lucas Alcazar', 'Mat Bramar', 1], ['Lucas Alcazar', 'Anda Ribera', 1], ['Lucas Alcazar', 'Cornelia Lais', 1], ['Lucas Alcazar', 'Rachel Pantanal', 1], ['Lucas Alcazar', 'Linda Lagos', 1], ['Lucas Alcazar', 'Carla Forluniau', 1]]"
395,Administration,both,2014-01-14 13:00:00,"[['Anda Ribera', 'Lars Azada', 1], ['Rachel Pantanal', 'Ruscella Mies', 1], ['Rachel Pantanal', 'Cornelia Lais', 1], ['Rachel Pantanal', 'Carla Forluniau', 1], ['Rachel Pantanal', 'Mat Bramar', 1], ['Rachel Pantanal', 'Linda Lagos', 1], ['Rachel Pantanal', 'Anda Ribera', 1], ['Adan Morlun', 'Mat Bramar', 1], ['Adan Morlun', 'Anda Ribera', 1], ['Adan Morlun', 'Cornelia Lais', 1], ['Adan Morlun', 'Rachel Pantanal', 1], ['Adan Morlun', 'Linda Lagos', 1], ['Adan Morlun', 'Carla Forluniau', 1]]"
396,Administration,both,2014-01-14 14:00:00,"[['Carla Forluniau', 'Ruscella Mies', 1], ['Carla Forluniau', 'Cornelia Lais', 1], ['Carla Forluniau', 'Rachel Pantanal', 1], ['Carla Forluniau', 'Mat Bramar', 1], ['Carla Forluniau', 'Linda Lagos', 1], ['Carla Forluniau', 'Anda Ribera', 1], ['Anda Ribera', 'Lars Azada', 1], ['Lars Azada', 'Anda Ribera', 1]]"
397,Administration,both,2014-01-14 15:00:00,"[['Mat Bramar', 'Ruscella Mies', 25], ['Mat Bramar', 'Cornelia Lais', 25], ['Mat Bramar', 'Carla Forluniau', 25], ['Mat Bramar', 'Rachel Pantanal', 25], ['Mat Bramar', 'Linda Lagos', 25], ['Mat Bramar', 'Anda Ribera', 25]]"
398,Administration,both,2014-01-14 16:00:00,"[['Carla Forluniau', 'Ruscella Mies', 13], ['Carla Forluniau', 'Cornelia Lais', 13], ['Carla Forluniau', 'Rachel Pantanal', 13], ['Carla Forluniau', 'Mat Bramar', 13], ['Carla Forluniau', 'Linda Lagos', 13], ['Carla Forluniau', 'Anda Ribera', 13], ['Mat Bramar', 'Felix Balas', 1], ['Mat Bramar', 'Lidelse Dedos', 1], ['Mat Bramar', 'Adra Nubarron', 1], ['Mat Bramar', 'Marin Onda', 1], ['Mat Bramar', 'Kanon Herrero', 1], ['Mat Bramar', 'Cecilia Morluniau', 1], ['Mat Bramar', 'Gustav Cazar', 1], ['Mat Bramar', 'Felix Resumir', 1], ['Mat Bramar', 'Lucas Alcazar', 1], ['Mat Bramar', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Valeria Morlun', 1], ['Mat Bramar', 'Nils Calixto', 1], ['Mat Bramar', 'Varro Awelon', 1], ['Mat Bramar', 'Dante Coginian', 1], ['Mat Bramar', 'Bertrand Ovan', 1], ['Mat Bramar', 'Ingrid Barranco', 1], ['Mat Bramar', 'Hideki Cocinaro', 1], ['Mat Bramar', 'Linnea Bergen', 1], ['Mat Bramar', 'Dylan Scozzese', 1], ['Mat Bramar', 'Sten Sanjorge Jr', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Mat Bramar', 'Varja Lagos', 1], ['Mat Bramar', 'Isia Vann', 1], ['Mat Bramar', 'Claudio Hawelon', 1], ['Mat Bramar', 'Orhan Strum', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Irene Nant', 1], ['Mat Bramar', 'Henk Mies', 1], ['Mat Bramar', 'Adan Morlun', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Edvard Vann', 1], ['Mat Bramar', 'Emile Arpa', 1], ['Mat Bramar', 'Birgitta Frente', 1], ['Mat Bramar', 'Hennie Osvaldo', 1], ['Mat Bramar', 'Minke Mies', 1], ['Mat Bramar', 'Benito Hawelon', 1], ['Mat Bramar', 'Inga Ferro', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Stenig Fusil', 1], ['Mat Bramar', 'Isak Baza', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Brand Tempestad', 1], ['Mat Bramar', 'Isande Borrasca', 1], ['Mat Bramar', 'Loreto Bodrogi', 1], ['Mat Bramar', 'Lars Azada', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Ada Campo-Corrente', 1], ['Mat Bramar', 'Albina Hafon', 1], ['Mat Bramar', 'Elsa Orilla', 1], ['Mat Bramar', 'Kare Orilla', 1], ['Mat Bramar', 'Axel Calzas', 1], ['Mat Bramar', 'Sven Flecha', 1], ['Mat Bramar', 'Vira Frente', 1], ['Linda Lagos', 'Ruscella Mies', 1], ['Linda Lagos', 'Cornelia Lais', 1], ['Linda Lagos', 'Carla Forluniau', 1], ['Linda Lagos', 'Rachel Pantanal', 1], ['Linda Lagos', 'Mat Bramar', 1], ['Linda Lagos', 'Anda Ribera', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Isia Vann', 'Rachel Pantanal', 1]]"
399,Administration,both,2014-01-14 17:00:00,"[['Linda Lagos', 'Ruscella Mies', 25], ['Linda Lagos', 'Cornelia Lais', 25], ['Linda Lagos', 'Carla Forluniau', 25], ['Linda Lagos', 'Rachel Pantanal', 25], ['Linda Lagos', 'Mat Bramar', 25], ['Linda Lagos', 'Anda Ribera', 25]]"
400,Administration,both,2014-01-14 18:00:00,[]
401,Administration,both,2014-01-14 19:00:00,[]
402,Administration,both,2014-01-14 20:00:00,"[['Irene Nant', 'Mat Bramar', 1], ['Irene Nant', 'Anda Ribera', 1], ['Irene Nant', 'Cornelia Lais', 1], ['Irene Nant', 'Rachel Pantanal', 1], ['Irene Nant', 'Linda Lagos', 1], ['Irene Nant', 'Carla Forluniau', 1], ['Hennie Osvaldo', 'Mat Bramar', 1], ['Hennie Osvaldo', 'Anda Ribera', 1], ['Hennie Osvaldo', 'Cornelia Lais', 1], ['Hennie Osvaldo', 'Rachel Pantanal', 1], ['Hennie Osvaldo', 'Linda Lagos', 1], ['Hennie Osvaldo', 'Carla Forluniau', 1], ['Dante Coginian', 'Mat Bramar', 1], ['Dante Coginian', 'Anda Ribera', 1], ['Dante Coginian', 'Cornelia Lais', 1], ['Dante Coginian', 'Rachel Pantanal', 1], ['Dante Coginian', 'Linda Lagos', 1], ['Dante Coginian', 'Carla Forluniau', 1]]"
403,Administration,both,2014-01-14 21:00:00,"[['Ingrid Barranco', 'Mat Bramar', 1], ['Ingrid Barranco', 'Anda Ribera', 1], ['Ingrid Barranco', 'Cornelia Lais', 1], ['Ingrid Barranco', 'Rachel Pantanal', 1], ['Ingrid Barranco', 'Linda Lagos', 1], ['Ingrid Barranco', 'Carla Forluniau', 1]]"
404,Administration,both,2014-01-14 22:00:00,[]
405,Administration,both,2014-01-15 08:00:00,[]
406,Administration,both,2014-01-15 09:00:00,[]
407,Administration,both,2014-01-15 10:00:00,[]
408,Administration,both,2014-01-15 11:00:00,"[['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Carla Forluniau', 1]]"
409,Administration,both,2014-01-15 12:00:00,"[['Mat Bramar', 'Felix Balas', 1], ['Mat Bramar', 'Lidelse Dedos', 1], ['Mat Bramar', 'Adra Nubarron', 1], ['Mat Bramar', 'Marin Onda', 1], ['Mat Bramar', 'Kanon Herrero', 1], ['Mat Bramar', 'Cecilia Morluniau', 1], ['Mat Bramar', 'Gustav Cazar', 1], ['Mat Bramar', 'Felix Resumir', 1], ['Mat Bramar', 'Lucas Alcazar', 1], ['Mat Bramar', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Valeria Morlun', 1], ['Mat Bramar', 'Nils Calixto', 1], ['Mat Bramar', 'Varro Awelon', 1], ['Mat Bramar', 'Dante Coginian', 1], ['Mat Bramar', 'Bertrand Ovan', 1], ['Mat Bramar', 'Ingrid Barranco', 1], ['Mat Bramar', 'Hideki Cocinaro', 1], ['Mat Bramar', 'Linnea Bergen', 1], ['Mat Bramar', 'Dylan Scozzese', 1], ['Mat Bramar', 'Sten Sanjorge Jr', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Mat Bramar', 'Varja Lagos', 1], ['Mat Bramar', 'Isia Vann', 1], ['Mat Bramar', 'Claudio Hawelon', 1], ['Mat Bramar', 'Orhan Strum', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Irene Nant', 1], ['Mat Bramar', 'Henk Mies', 1], ['Mat Bramar', 'Adan Morlun', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Edvard Vann', 1], ['Mat Bramar', 'Emile Arpa', 1], ['Mat Bramar', 'Birgitta Frente', 1], ['Mat Bramar', 'Hennie Osvaldo', 1], ['Mat Bramar', 'Minke Mies', 1], ['Mat Bramar', 'Benito Hawelon', 1], ['Mat Bramar', 'Inga Ferro', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Stenig Fusil', 1], ['Mat Bramar', 'Isak Baza', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Brand Tempestad', 1], ['Mat Bramar', 'Isande Borrasca', 1], ['Mat Bramar', 'Loreto Bodrogi', 1], ['Mat Bramar', 'Lars Azada', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Ada Campo-Corrente', 1], ['Mat Bramar', 'Albina Hafon', 1], ['Mat Bramar', 'Elsa Orilla', 1], ['Mat Bramar', 'Kare Orilla', 1], ['Mat Bramar', 'Axel Calzas', 1], ['Mat Bramar', 'Sven Flecha', 1], ['Mat Bramar', 'Vira Frente', 1]]"
410,Administration,both,2014-01-15 13:00:00,"[['Carla Forluniau', 'Ruscella Mies', 1], ['Carla Forluniau', 'Cornelia Lais', 1], ['Carla Forluniau', 'Rachel Pantanal', 1], ['Carla Forluniau', 'Mat Bramar', 1], ['Carla Forluniau', 'Linda Lagos', 1], ['Carla Forluniau', 'Anda Ribera', 1], ['Mat Bramar', 'Felix Balas', 1], ['Mat Bramar', 'Lidelse Dedos', 1], ['Mat Bramar', 'Adra Nubarron', 1], ['Mat Bramar', 'Marin Onda', 1], ['Mat Bramar', 'Kanon Herrero', 1], ['Mat Bramar', 'Cecilia Morluniau', 1], ['Mat Bramar', 'Gustav Cazar', 1], ['Mat Bramar', 'Felix Resumir', 1], ['Mat Bramar', 'Lucas Alcazar', 1], ['Mat Bramar', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Valeria Morlun', 1], ['Mat Bramar', 'Nils Calixto', 1], ['Mat Bramar', 'Varro Awelon', 1], ['Mat Bramar', 'Dante Coginian', 1], ['Mat Bramar', 'Bertrand Ovan', 1], ['Mat Bramar', 'Ingrid Barranco', 1], ['Mat Bramar', 'Hideki Cocinaro', 1], ['Mat Bramar', 'Linnea Bergen', 1], ['Mat Bramar', 'Dylan Scozzese', 1], ['Mat Bramar', 'Sten Sanjorge Jr', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Mat Bramar', 'Varja Lagos', 1], ['Mat Bramar', 'Isia Vann', 1], ['Mat Bramar', 'Claudio Hawelon', 1], ['Mat Bramar', 'Orhan Strum', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Irene Nant', 1], ['Mat Bramar', 'Henk Mies', 1], ['Mat Bramar', 'Adan Morlun', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Edvard Vann', 1], ['Mat Bramar', 'Emile Arpa', 1], ['Mat Bramar', 'Birgitta Frente', 1], ['Mat Bramar', 'Hennie Osvaldo', 1], ['Mat Bramar', 'Minke Mies', 1], ['Mat Bramar', 'Benito Hawelon', 1], ['Mat Bramar', 'Inga Ferro', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Stenig Fusil', 1], ['Mat Bramar', 'Isak Baza', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Brand Tempestad', 1], ['Mat Bramar', 'Isande Borrasca', 1], ['Mat Bramar', 'Loreto Bodrogi', 1], ['Mat Bramar', 'Lars Azada', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Ada Campo-Corrente', 1], ['Mat Bramar', 'Albina Hafon', 1], ['Mat Bramar', 'Elsa Orilla', 1], ['Mat Bramar', 'Kare Orilla', 1], ['Mat Bramar', 'Axel Calzas', 1], ['Mat Bramar', 'Sven Flecha', 1], ['Mat Bramar', 'Vira Frente', 1], ['Anda Ribera', 'Ruscella Mies', 1], ['Anda Ribera', 'Cornelia Lais', 1], ['Anda Ribera', 'Carla Forluniau', 1], ['Anda Ribera', 'Rachel Pantanal', 1], ['Anda Ribera', 'Mat Bramar', 1], ['Anda Ribera', 'Linda Lagos', 1]]"
411,Administration,both,2014-01-15 14:00:00,"[['Isia Vann', 'Rachel Pantanal', 1]]"
412,Administration,both,2014-01-15 15:00:00,"[['Mat Bramar', 'Felix Balas', 1], ['Mat Bramar', 'Lidelse Dedos', 1], ['Mat Bramar', 'Adra Nubarron', 1], ['Mat Bramar', 'Marin Onda', 1], ['Mat Bramar', 'Kanon Herrero', 1], ['Mat Bramar', 'Cecilia Morluniau', 1], ['Mat Bramar', 'Gustav Cazar', 1], ['Mat Bramar', 'Felix Resumir', 1], ['Mat Bramar', 'Lucas Alcazar', 1], ['Mat Bramar', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Valeria Morlun', 1], ['Mat Bramar', 'Nils Calixto', 1], ['Mat Bramar', 'Varro Awelon', 1], ['Mat Bramar', 'Dante Coginian', 1], ['Mat Bramar', 'Bertrand Ovan', 1], ['Mat Bramar', 'Ingrid Barranco', 1], ['Mat Bramar', 'Hideki Cocinaro', 1], ['Mat Bramar', 'Linnea Bergen', 1], ['Mat Bramar', 'Dylan Scozzese', 1], ['Mat Bramar', 'Sten Sanjorge Jr', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Mat Bramar', 'Varja Lagos', 1], ['Mat Bramar', 'Isia Vann', 1], ['Mat Bramar', 'Claudio Hawelon', 1], ['Mat Bramar', 'Orhan Strum', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Irene Nant', 1], ['Mat Bramar', 'Henk Mies', 1], ['Mat Bramar', 'Adan Morlun', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Edvard Vann', 1], ['Mat Bramar', 'Emile Arpa', 1], ['Mat Bramar', 'Birgitta Frente', 1], ['Mat Bramar', 'Hennie Osvaldo', 1], ['Mat Bramar', 'Minke Mies', 1], ['Mat Bramar', 'Benito Hawelon', 1], ['Mat Bramar', 'Inga Ferro', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Stenig Fusil', 1], ['Mat Bramar', 'Isak Baza', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Brand Tempestad', 1], ['Mat Bramar', 'Isande Borrasca', 1], ['Mat Bramar', 'Loreto Bodrogi', 1], ['Mat Bramar', 'Lars Azada', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Ada Campo-Corrente', 1], ['Mat Bramar', 'Albina Hafon', 1], ['Mat Bramar', 'Elsa Orilla', 1], ['Mat Bramar', 'Kare Orilla', 1], ['Mat Bramar', 'Axel Calzas', 1], ['Mat Bramar', 'Sven Flecha', 1], ['Mat Bramar', 'Vira Frente', 1], ['Ingrid Barranco', 'Mat Bramar', 1], ['Ingrid Barranco', 'Anda Ribera', 1], ['Ingrid Barranco', 'Cornelia Lais', 1], ['Ingrid Barranco', 'Rachel Pantanal', 1], ['Ingrid Barranco', 'Linda Lagos', 1], ['Ingrid Barranco', 'Carla Forluniau', 1], ['Minke Mies', 'Mat Bramar', 1], ['Minke Mies', 'Anda Ribera', 1], ['Minke Mies', 'Cornelia Lais', 1], ['Minke Mies', 'Rachel Pantanal', 1], ['Minke Mies', 'Linda Lagos', 1], ['Minke Mies', 'Carla Forluniau', 1]]"
413,Administration,both,2014-01-15 16:00:00,"[['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Linda Lagos', 'Ruscella Mies', 1], ['Linda Lagos', 'Cornelia Lais', 1], ['Linda Lagos', 'Carla Forluniau', 1], ['Linda Lagos', 'Rachel Pantanal', 1], ['Linda Lagos', 'Mat Bramar', 1], ['Linda Lagos', 'Anda Ribera', 1], ['Claudio Hawelon', 'Mat Bramar', 1], ['Claudio Hawelon', 'Anda Ribera', 1], ['Claudio Hawelon', 'Cornelia Lais', 1], ['Claudio Hawelon', 'Rachel Pantanal', 1], ['Claudio Hawelon', 'Linda Lagos', 1], ['Claudio Hawelon', 'Carla Forluniau', 1], ['Axel Calzas', 'Mat Bramar', 1], ['Axel Calzas', 'Anda Ribera', 1], ['Axel Calzas', 'Cornelia Lais', 1], ['Axel Calzas', 'Rachel Pantanal', 1], ['Axel Calzas', 'Linda Lagos', 1], ['Axel Calzas', 'Carla Forluniau', 1]]"
414,Administration,both,2014-01-15 17:00:00,"[['Anda Ribera', 'Felix Balas', 1], ['Anda Ribera', 'Lidelse Dedos', 1], ['Anda Ribera', 'Adra Nubarron', 1], ['Anda Ribera', 'Marin Onda', 1], ['Anda Ribera', 'Kanon Herrero', 1], ['Anda Ribera', 'Cecilia Morluniau', 1], ['Anda Ribera', 'Gustav Cazar', 1], ['Anda Ribera', 'Felix Resumir', 1], ['Anda Ribera', 'Lucas Alcazar', 1], ['Anda Ribera', 'Willem Vasco-Pais', 1], ['Anda Ribera', 'Valeria Morlun', 1], ['Anda Ribera', 'Nils Calixto', 1], ['Anda Ribera', 'Varro Awelon', 1], ['Anda Ribera', 'Dante Coginian', 1], ['Anda Ribera', 'Bertrand Ovan', 1], ['Anda Ribera', 'Ingrid Barranco', 1], ['Anda Ribera', 'Hideki Cocinaro', 1], ['Anda Ribera', 'Linnea Bergen', 1], ['Anda Ribera', 'Mat Bramar', 1], ['Anda Ribera', 'Dylan Scozzese', 1], ['Anda Ribera', 'Sten Sanjorge Jr', 1], ['Anda Ribera', 'Varja Lagos', 1], ['Anda Ribera', 'Isia Vann', 1], ['Anda Ribera', 'Claudio Hawelon', 1], ['Anda Ribera', 'Orhan Strum', 1], ['Anda Ribera', 'Cornelia Lais', 1], ['Anda Ribera', 'Irene Nant', 1], ['Anda Ribera', 'Henk Mies', 1], ['Anda Ribera', 'Adan Morlun', 1], ['Anda Ribera', 'Rachel Pantanal', 1], ['Anda Ribera', 'Edvard Vann', 1], ['Anda Ribera', 'Emile Arpa', 1], ['Anda Ribera', 'Birgitta Frente', 1], ['Anda Ribera', 'Hennie Osvaldo', 1], ['Anda Ribera', 'Minke Mies', 1], ['Anda Ribera', 'Benito Hawelon', 1], ['Anda Ribera', 'Inga Ferro', 1], ['Anda Ribera', 'Linda Lagos', 1], ['Anda Ribera', 'Stenig Fusil', 1], ['Anda Ribera', 'Isak Baza', 1], ['Anda Ribera', 'Ruscella Mies', 1], ['Anda Ribera', 'Brand Tempestad', 1], ['Anda Ribera', 'Isande Borrasca', 1], ['Anda Ribera', 'Loreto Bodrogi', 1], ['Anda Ribera', 'Lars Azada', 1], ['Anda Ribera', 'Carla Forluniau', 1], ['Anda Ribera', 'Ada Campo-Corrente', 1], ['Anda Ribera', 'Albina Hafon', 1], ['Anda Ribera', 'Elsa Orilla', 1], ['Anda Ribera', 'Kare Orilla', 1], ['Anda Ribera', 'Axel Calzas', 1], ['Anda Ribera', 'Sven Flecha', 1], ['Anda Ribera', 'Vira Frente', 1], ['Varro Awelon', 'Mat Bramar', 1], ['Varro Awelon', 'Anda Ribera', 1], ['Varro Awelon', 'Cornelia Lais', 1], ['Varro Awelon', 'Rachel Pantanal', 1], ['Varro Awelon', 'Linda Lagos', 1], ['Varro Awelon', 'Carla Forluniau', 1], ['Inga Ferro', 'Mat Bramar', 13], ['Inga Ferro', 'Anda Ribera', 13], ['Inga Ferro', 'Cornelia Lais', 13], ['Inga Ferro', 'Rachel Pantanal', 13], ['Inga Ferro', 'Linda Lagos', 13], ['Inga Ferro', 'Carla Forluniau', 13]]"
415,Administration,both,2014-01-15 18:00:00,"[['Isande Borrasca', 'Mat Bramar', 1], ['Isande Borrasca', 'Anda Ribera', 1], ['Isande Borrasca', 'Cornelia Lais', 1], ['Isande Borrasca', 'Rachel Pantanal', 1], ['Isande Borrasca', 'Linda Lagos', 1], ['Isande Borrasca', 'Carla Forluniau', 1], ['Ingrid Barranco', 'Mat Bramar', 1], ['Ingrid Barranco', 'Anda Ribera', 1], ['Ingrid Barranco', 'Cornelia Lais', 1], ['Ingrid Barranco', 'Rachel Pantanal', 1], ['Ingrid Barranco', 'Linda Lagos', 1], ['Ingrid Barranco', 'Carla Forluniau', 1]]"
416,Administration,both,2014-01-15 19:00:00,[]
417,Administration,both,2014-01-15 20:00:00,[]
418,Administration,both,2014-01-15 21:00:00,[]
419,Administration,both,2014-01-15 22:00:00,[]
420,Administration,both,2014-01-16 08:00:00,[]
