,Day,Network
127,2014-01-07 15:45:00,"[['Kare Orilla', 'Isande Borrasca', 1], ['Kare Orilla', 'Marin Onda', 1], ['Kare Orilla', 'Lars Azada', 1], ['Kare Orilla', 'Brand Tempestad', 1], ['Kare Orilla', 'Elsa Orilla', 1], ['Kare Orilla', 'Axel Calzas', 1], ['Kare Orilla', 'Vira Frente', 1]]"
128,2014-01-07 15:50:00,"[['Isak Baza', 'Nils Calixto', 2], ['Isak Baza', 'Lucas Alcazar', 2], ['Bertrand Ovan', 'Dylan Scozzese', 2], ['Bertrand Ovan', 'Varro Awelon', 2], ['Bertrand Ovan', 'Irene Nant', 2], ['Bertrand Ovan', 'Dante Coginian', 2], ['Bertrand Ovan', 'Emile Arpa', 2], ['Bertrand Ovan', 'Claudio Hawelon', 2], ['Bertrand Ovan', 'Cecilia Morluniau', 2], ['Bertrand Ovan', 'Henk Mies', 2], ['Bertrand Ovan', 'Valeria Morlun', 2], ['Bertrand Ovan', 'Albina Hafon', 2], ['Bertrand Ovan', 'Adan Morlun', 2], ['Bertrand Ovan', 'Benito Hawelon', 2], ['Lars Azada', 'Isande Borrasca', 1], ['Lars Azada', 'Kare Orilla', 1], ['Lars Azada', 'Marin Onda', 1], ['Lars Azada', 'Brand Tempestad', 1], ['Lars Azada', 'Elsa Orilla', 1], ['Lars Azada', 'Axel Calzas', 1], ['Lars Azada', 'Vira Frente', 1]]"
129,2014-01-07 16:00:00,"[['Henk Mies', 'Dylan Scozzese', 1], ['Henk Mies', 'Valeria Morlun', 1], ['Henk Mies', 'Albina Hafon', 2], ['Henk Mies', 'Adan Morlun', 1]]"
130,2014-01-07 16:05:00,"[['Isak Baza', 'Sven Flecha', 1]]"
131,2014-01-07 16:10:00,"[['Anda Ribera', 'Carla Forluniau', 1], ['Anda Ribera', 'Mat Bramar', 1], ['Anda Ribera', 'Cornelia Lais', 1], ['Anda Ribera', 'Linda Lagos', 1], ['Anda Ribera', 'Rachel Pantanal', 1], ['Anda Ribera', 'Ruscella Mies', 1], ['Ingrid Barranco', 'Carla Forluniau', 1], ['Ingrid Barranco', 'Isak Baza', 1], ['Ingrid Barranco', 'Varro Awelon', 1], ['Ingrid Barranco', 'Linda Lagos', 1], ['Ingrid Barranco', 'Elsa Orilla', 1], ['Ingrid Barranco', 'Adan Morlun', 1], ['Ingrid Barranco', 'Benito Hawelon', 1], ['Ingrid Barranco', 'Irene Nant', 1], ['Ingrid Barranco', 'Birgitta Frente', 1], ['Ingrid Barranco', 'Ada Campo-Corrente', 1], ['Ingrid Barranco', 'Nils Calixto', 1], ['Ingrid Barranco', 'Marin Onda', 1], ['Ingrid Barranco', 'Lars Azada', 1], ['Ingrid Barranco', 'Willem Vasco-Pais', 1], ['Ingrid Barranco', 'Sten Sanjorge Jr', 1], ['Ingrid Barranco', 'Brand Tempestad', 1], ['Ingrid Barranco', 'Dante Coginian', 1], ['Ingrid Barranco', 'Inga Ferro', 1], ['Ingrid Barranco', 'Cornelia Lais', 1], ['Ingrid Barranco', 'Sven Flecha', 1], ['Ingrid Barranco', 'Hideki Cocinaro', 1], ['Ingrid Barranco', 'Henk Mies', 1], ['Ingrid Barranco', 'Valeria Morlun', 1], ['Ingrid Barranco', 'Linnea Bergen', 1], ['Ingrid Barranco', 'Axel Calzas', 1], ['Ingrid Barranco', 'Rachel Pantanal', 1], ['Ingrid Barranco', 'Albina Hafon', 1], ['Ingrid Barranco', 'Ruscella Mies', 1], ['Ingrid Barranco', 'Kanon Herrero', 1], ['Ingrid Barranco', 'Felix Balas', 1], ['Ingrid Barranco', 'Kare Orilla', 1], ['Ingrid Barranco', 'Dylan Scozzese', 1], ['Ingrid Barranco', 'Loreto Bodrogi', 1], ['Ingrid Barranco', 'Claudio Hawelon', 1], ['Ingrid Barranco', 'Anda Ribera', 1], ['Ingrid Barranco', 'Minke Mies', 1], ['Ingrid Barranco', 'Isia Vann', 1], ['Ingrid Barranco', 'Lucas Alcazar', 1], ['Ingrid Barranco', 'Stenig Fusil', 1], ['Ingrid Barranco', 'Felix Resumir', 1], ['Ingrid Barranco', 'Orhan Strum', 1], ['Ingrid Barranco', 'Isande Borrasca', 1], ['Ingrid Barranco', 'Varja Lagos', 1], ['Ingrid Barranco', 'Edvard Vann', 1], ['Ingrid Barranco', 'Mat Bramar', 1], ['Ingrid Barranco', 'Adra Nubarron', 1], ['Ingrid Barranco', 'Bertrand Ovan', 1], ['Ingrid Barranco', 'Hennie Osvaldo', 1], ['Ingrid Barranco', 'Cecilia Morluniau', 1], ['Ingrid Barranco', 'Lidelse Dedos', 1], ['Ingrid Barranco', 'Emile Arpa', 1], ['Ingrid Barranco', 'Gustav Cazar', 1], ['Ingrid Barranco', 'Vira Frente', 1]]"
132,2014-01-07 16:15:00,"[['Edvard Vann', 'Carla Forluniau', 1], ['Edvard Vann', 'Isak Baza', 1], ['Edvard Vann', 'Ingrid Barranco', 1], ['Edvard Vann', 'Varro Awelon', 1], ['Edvard Vann', 'Linda Lagos', 1], ['Edvard Vann', 'Elsa Orilla', 1], ['Edvard Vann', 'Adan Morlun', 1], ['Edvard Vann', 'Benito Hawelon', 1], ['Edvard Vann', 'Irene Nant', 1], ['Edvard Vann', 'Birgitta Frente', 1], ['Edvard Vann', 'Ada Campo-Corrente', 1], ['Edvard Vann', 'Nils Calixto', 1], ['Edvard Vann', 'Marin Onda', 1], ['Edvard Vann', 'Lars Azada', 1], ['Edvard Vann', 'Willem Vasco-Pais', 1], ['Edvard Vann', 'Sten Sanjorge Jr', 1], ['Edvard Vann', 'Brand Tempestad', 1], ['Edvard Vann', 'Dante Coginian', 1], ['Edvard Vann', 'Inga Ferro', 1], ['Edvard Vann', 'Cornelia Lais', 1], ['Edvard Vann', 'Sven Flecha', 1], ['Edvard Vann', 'Hideki Cocinaro', 1], ['Edvard Vann', 'Henk Mies', 1], ['Edvard Vann', 'Valeria Morlun', 1], ['Edvard Vann', 'Linnea Bergen', 1], ['Edvard Vann', 'Axel Calzas', 1], ['Edvard Vann', 'Rachel Pantanal', 1], ['Edvard Vann', 'Albina Hafon', 1], ['Edvard Vann', 'Ruscella Mies', 1], ['Edvard Vann', 'Kanon Herrero', 1], ['Edvard Vann', 'Felix Balas', 1], ['Edvard Vann', 'Kare Orilla', 1], ['Edvard Vann', 'Dylan Scozzese', 1], ['Edvard Vann', 'Loreto Bodrogi', 1], ['Edvard Vann', 'Claudio Hawelon', 1], ['Edvard Vann', 'Anda Ribera', 1], ['Edvard Vann', 'Minke Mies', 1], ['Edvard Vann', 'Isia Vann', 1], ['Edvard Vann', 'Lucas Alcazar', 1], ['Edvard Vann', 'Stenig Fusil', 1], ['Edvard Vann', 'Felix Resumir', 1], ['Edvard Vann', 'Orhan Strum', 1], ['Edvard Vann', 'Isande Borrasca', 1], ['Edvard Vann', 'Varja Lagos', 1], ['Edvard Vann', 'Mat Bramar', 1], ['Edvard Vann', 'Adra Nubarron', 1], ['Edvard Vann', 'Bertrand Ovan', 1], ['Edvard Vann', 'Hennie Osvaldo', 1], ['Edvard Vann', 'Cecilia Morluniau', 1], ['Edvard Vann', 'Lidelse Dedos', 1], ['Edvard Vann', 'Emile Arpa', 1], ['Edvard Vann', 'Gustav Cazar', 1], ['Edvard Vann', 'Vira Frente', 1]]"
133,2014-01-07 16:20:00,"[['Adan Morlun', 'Dylan Scozzese', 1], ['Adan Morlun', 'Varro Awelon', 1], ['Adan Morlun', 'Dante Coginian', 1], ['Adan Morlun', 'Claudio Hawelon', 1], ['Adan Morlun', 'Valeria Morlun', 1], ['Stenig Fusil', 'Inga Ferro', 1], ['Stenig Fusil', 'Hideki Cocinaro', 1], ['Stenig Fusil', 'Isia Vann', 1], ['Stenig Fusil', 'Felix Resumir', 1], ['Stenig Fusil', 'Hennie Osvaldo', 1], ['Stenig Fusil', 'Kanon Herrero', 1], ['Birgitta Frente', 'Isande Borrasca', 1], ['Birgitta Frente', 'Kare Orilla', 1], ['Birgitta Frente', 'Marin Onda', 1], ['Birgitta Frente', 'Lars Azada', 1], ['Birgitta Frente', 'Brand Tempestad', 1], ['Birgitta Frente', 'Elsa Orilla', 1], ['Birgitta Frente', 'Axel Calzas', 1], ['Birgitta Frente', 'Gustav Cazar', 1], ['Birgitta Frente', 'Vira Frente', 1]]"
134,2014-01-07 16:30:00,"[['Cornelia Lais', 'Carla Forluniau', 1], ['Cornelia Lais', 'Mat Bramar', 1], ['Cornelia Lais', 'Anda Ribera', 1], ['Cornelia Lais', 'Linda Lagos', 1], ['Cornelia Lais', 'Rachel Pantanal', 1], ['Cornelia Lais', 'Ruscella Mies', 1]]"
135,2014-01-07 16:40:00,"[['Carla Forluniau', 'Mat Bramar', 1], ['Carla Forluniau', 'Anda Ribera', 1], ['Carla Forluniau', 'Cornelia Lais', 1], ['Carla Forluniau', 'Linda Lagos', 1], ['Carla Forluniau', 'Rachel Pantanal', 1], ['Carla Forluniau', 'Ruscella Mies', 1]]"
136,2014-01-07 16:50:00,"[['Lucas Alcazar', 'Sven Flecha', 1], ['Lucas Alcazar', 'Isak Baza', 1], ['Anda Ribera', 'Gustav Cazar', 1], ['Elsa Orilla', 'Carla Forluniau', 1], ['Elsa Orilla', 'Isak Baza', 1], ['Elsa Orilla', 'Ingrid Barranco', 1], ['Elsa Orilla', 'Varro Awelon', 1], ['Elsa Orilla', 'Linda Lagos', 1], ['Elsa Orilla', 'Adan Morlun', 1], ['Elsa Orilla', 'Benito Hawelon', 1], ['Elsa Orilla', 'Irene Nant', 1], ['Elsa Orilla', 'Birgitta Frente', 1], ['Elsa Orilla', 'Ada Campo-Corrente', 1], ['Elsa Orilla', 'Nils Calixto', 1], ['Elsa Orilla', 'Marin Onda', 1], ['Elsa Orilla', 'Lars Azada', 1], ['Elsa Orilla', 'Willem Vasco-Pais', 1], ['Elsa Orilla', 'Sten Sanjorge Jr', 1], ['Elsa Orilla', 'Brand Tempestad', 1], ['Elsa Orilla', 'Dante Coginian', 1], ['Elsa Orilla', 'Inga Ferro', 1], ['Elsa Orilla', 'Cornelia Lais', 1], ['Elsa Orilla', 'Sven Flecha', 1], ['Elsa Orilla', 'Hideki Cocinaro', 1], ['Elsa Orilla', 'Henk Mies', 1], ['Elsa Orilla', 'Valeria Morlun', 1], ['Elsa Orilla', 'Linnea Bergen', 1], ['Elsa Orilla', 'Axel Calzas', 1], ['Elsa Orilla', 'Rachel Pantanal', 1], ['Elsa Orilla', 'Albina Hafon', 1], ['Elsa Orilla', 'Ruscella Mies', 1], ['Elsa Orilla', 'Kanon Herrero', 1], ['Elsa Orilla', 'Felix Balas', 1], ['Elsa Orilla', 'Kare Orilla', 1], ['Elsa Orilla', 'Dylan Scozzese', 1], ['Elsa Orilla', 'Loreto Bodrogi', 1], ['Elsa Orilla', 'Claudio Hawelon', 1], ['Elsa Orilla', 'Anda Ribera', 1], ['Elsa Orilla', 'Minke Mies', 1], ['Elsa Orilla', 'Isia Vann', 1], ['Elsa Orilla', 'Lucas Alcazar', 1], ['Elsa Orilla', 'Stenig Fusil', 1], ['Elsa Orilla', 'Felix Resumir', 1], ['Elsa Orilla', 'Orhan Strum', 1], ['Elsa Orilla', 'Isande Borrasca', 1], ['Elsa Orilla', 'Varja Lagos', 1], ['Elsa Orilla', 'Edvard Vann', 1], ['Elsa Orilla', 'Mat Bramar', 1], ['Elsa Orilla', 'Adra Nubarron', 1], ['Elsa Orilla', 'Bertrand Ovan', 1], ['Elsa Orilla', 'Hennie Osvaldo', 1], ['Elsa Orilla', 'Cecilia Morluniau', 1], ['Elsa Orilla', 'Lidelse Dedos', 1], ['Elsa Orilla', 'Emile Arpa', 1], ['Elsa Orilla', 'Gustav Cazar', 1], ['Elsa Orilla', 'Vira Frente', 1]]"
137,2014-01-07 16:55:00,"[['Isak Baza', 'Sven Flecha', 1], ['Isak Baza', 'Lucas Alcazar', 1]]"
138,2014-01-07 17:00:00,"[['Ada Campo-Corrente', 'Carla Forluniau', 1], ['Ada Campo-Corrente', 'Isak Baza', 1], ['Ada Campo-Corrente', 'Ingrid Barranco', 1], ['Ada Campo-Corrente', 'Varro Awelon', 1], ['Ada Campo-Corrente', 'Linda Lagos', 1], ['Ada Campo-Corrente', 'Elsa Orilla', 1], ['Ada Campo-Corrente', 'Adan Morlun', 1], ['Ada Campo-Corrente', 'Benito Hawelon', 1], ['Ada Campo-Corrente', 'Irene Nant', 1], ['Ada Campo-Corrente', 'Birgitta Frente', 1], ['Ada Campo-Corrente', 'Nils Calixto', 1], ['Ada Campo-Corrente', 'Marin Onda', 1], ['Ada Campo-Corrente', 'Lars Azada', 1], ['Ada Campo-Corrente', 'Willem Vasco-Pais', 1], ['Ada Campo-Corrente', 'Sten Sanjorge Jr', 1], ['Ada Campo-Corrente', 'Brand Tempestad', 1], ['Ada Campo-Corrente', 'Dante Coginian', 1], ['Ada Campo-Corrente', 'Inga Ferro', 1], ['Ada Campo-Corrente', 'Cornelia Lais', 1], ['Ada Campo-Corrente', 'Sven Flecha', 1], ['Ada Campo-Corrente', 'Hideki Cocinaro', 1], ['Ada Campo-Corrente', 'Henk Mies', 1], ['Ada Campo-Corrente', 'Valeria Morlun', 1], ['Ada Campo-Corrente', 'Linnea Bergen', 1], ['Ada Campo-Corrente', 'Axel Calzas', 1], ['Ada Campo-Corrente', 'Rachel Pantanal', 1], ['Ada Campo-Corrente', 'Albina Hafon', 1], ['Ada Campo-Corrente', 'Ruscella Mies', 1], ['Ada Campo-Corrente', 'Kanon Herrero', 1], ['Ada Campo-Corrente', 'Felix Balas', 1], ['Ada Campo-Corrente', 'Kare Orilla', 1], ['Ada Campo-Corrente', 'Dylan Scozzese', 1], ['Ada Campo-Corrente', 'Loreto Bodrogi', 1], ['Ada Campo-Corrente', 'Claudio Hawelon', 1], ['Ada Campo-Corrente', 'Anda Ribera', 1], ['Ada Campo-Corrente', 'Minke Mies', 1], ['Ada Campo-Corrente', 'Isia Vann', 1], ['Ada Campo-Corrente', 'Lucas Alcazar', 1], ['Ada Campo-Corrente', 'Stenig Fusil', 1], ['Ada Campo-Corrente', 'Felix Resumir', 1], ['Ada Campo-Corrente', 'Orhan Strum', 1], ['Ada Campo-Corrente', 'Isande Borrasca', 1], ['Ada Campo-Corrente', 'Varja Lagos', 1], ['Ada Campo-Corrente', 'Edvard Vann', 1], ['Ada Campo-Corrente', 'Mat Bramar', 1], ['Ada Campo-Corrente', 'Adra Nubarron', 1], ['Ada Campo-Corrente', 'Bertrand Ovan', 1], ['Ada Campo-Corrente', 'Hennie Osvaldo', 1], ['Ada Campo-Corrente', 'Cecilia Morluniau', 1], ['Ada Campo-Corrente', 'Lidelse Dedos', 1], ['Ada Campo-Corrente', 'Emile Arpa', 1], ['Ada Campo-Corrente', 'Gustav Cazar', 1], ['Ada Campo-Corrente', 'Vira Frente', 1], ['Lucas Alcazar', 'Sven Flecha', 1], ['Lucas Alcazar', 'Isak Baza', 1]]"
139,2014-01-07 17:10:00,"[['Nils Calixto', 'Isak Baza', 1], ['Nils Calixto', 'Lucas Alcazar', 1], ['Lucas Alcazar', 'Isak Baza', 1], ['Lucas Alcazar', 'Nils Calixto', 1]]"
140,2014-01-07 17:20:00,"[['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Stenig Fusil', 'Inga Ferro', 1], ['Stenig Fusil', 'Hideki Cocinaro', 1], ['Stenig Fusil', 'Isia Vann', 1], ['Stenig Fusil', 'Felix Resumir', 1], ['Stenig Fusil', 'Hennie Osvaldo', 1], ['Stenig Fusil', 'Kanon Herrero', 1], ['Elsa Orilla', 'Edvard Vann', 1]]"
141,2014-01-07 17:25:00,"[['Lucas Alcazar', 'Sven Flecha', 1], ['Lucas Alcazar', 'Isak Baza', 1], ['Linda Lagos', 'Carla Forluniau', 1], ['Linda Lagos', 'Mat Bramar', 1], ['Linda Lagos', 'Anda Ribera', 1], ['Linda Lagos', 'Cornelia Lais', 1], ['Linda Lagos', 'Rachel Pantanal', 1], ['Linda Lagos', 'Ruscella Mies', 1]]"
142,2014-01-07 17:30:00,"[['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Lucas Alcazar', 'Isak Baza', 1]]"
143,2014-01-07 17:35:00,"[['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Edvard Vann', 'Elsa Orilla', 1]]"
144,2014-01-07 17:40:00,"[['Albina Hafon', 'Henk Mies', 1], ['Lucas Alcazar', 'Sven Flecha', 1], ['Lucas Alcazar', 'Isak Baza', 1]]"
145,2014-01-07 17:55:00,"[['Elsa Orilla', 'Edvard Vann', 1]]"
146,2014-01-07 18:05:00,"[['Lucas Alcazar', 'Sven Flecha', 1], ['Lucas Alcazar', 'Isak Baza', 1]]"
147,2014-01-07 18:10:00,"[['Benito Hawelon', 'Albina Hafon', 1], ['Benito Hawelon', 'Varro Awelon', 1], ['Benito Hawelon', 'Claudio Hawelon', 1], ['Benito Hawelon', 'Dante Coginian', 1]]"
148,2014-01-07 18:30:00,"[['Dylan Scozzese', 'Varro Awelon', 1], ['Dylan Scozzese', 'Dante Coginian', 1], ['Dylan Scozzese', 'Claudio Hawelon', 1], ['Dylan Scozzese', 'Valeria Morlun', 1]]"
149,2014-01-07 18:55:00,"[['Henk Mies', 'Dylan Scozzese', 1], ['Henk Mies', 'Irene Nant', 1], ['Henk Mies', 'Emile Arpa', 1], ['Henk Mies', 'Claudio Hawelon', 1], ['Henk Mies', 'Cecilia Morluniau', 1], ['Henk Mies', 'Dante Coginian', 1], ['Henk Mies', 'Albina Hafon', 1], ['Henk Mies', 'Adan Morlun', 1], ['Henk Mies', 'Benito Hawelon', 1]]"
150,2014-01-07 19:00:00,"[['Valeria Morlun', 'Dylan Scozzese', 1], ['Valeria Morlun', 'Varro Awelon', 1], ['Valeria Morlun', 'Dante Coginian', 1], ['Valeria Morlun', 'Claudio Hawelon', 1], ['Edvard Vann', 'Elsa Orilla', 1]]"
151,2014-01-07 19:15:00,"[['Valeria Morlun', 'Dylan Scozzese', 1], ['Valeria Morlun', 'Varro Awelon', 1], ['Valeria Morlun', 'Dante Coginian', 1], ['Valeria Morlun', 'Claudio Hawelon', 1]]"
152,2014-01-07 20:15:00,"[['Rachel Pantanal', 'Carla Forluniau', 1], ['Rachel Pantanal', 'Mat Bramar', 1], ['Rachel Pantanal', 'Anda Ribera', 1], ['Rachel Pantanal', 'Cornelia Lais', 1], ['Rachel Pantanal', 'Linda Lagos', 1], ['Rachel Pantanal', 'Ruscella Mies', 1]]"
153,2014-01-08 08:25:00,"[['Kanon Herrero', 'Irene Nant', 1], ['Orhan Strum', 'Ada Campo-Corrente', 1], ['Orhan Strum', 'Sten Sanjorge Jr (tethys)', 1], ['Orhan Strum', 'Sten Sanjorge Jr', 1]]"
154,2014-01-08 08:50:00,"[['Sven Flecha', 'Nils Calixto', 1], ['Sven Flecha', 'Isak Baza', 1]]"
155,2014-01-08 09:00:00,"[['Linda Lagos', 'Carla Forluniau', 1], ['Linda Lagos', 'Mat Bramar', 1], ['Linda Lagos', 'Anda Ribera', 1], ['Linda Lagos', 'Cornelia Lais', 1], ['Linda Lagos', 'Rachel Pantanal', 1], ['Linda Lagos', 'Ruscella Mies', 1]]"
156,2014-01-08 09:15:00,"[['Bertrand Ovan', 'Dylan Scozzese', 1], ['Bertrand Ovan', 'Varro Awelon', 1], ['Bertrand Ovan', 'Emile Arpa', 1], ['Bertrand Ovan', 'Dante Coginian', 1], ['Bertrand Ovan', 'Cecilia Morluniau', 1], ['Bertrand Ovan', 'Irene Nant', 1], ['Bertrand Ovan', 'Henk Mies', 1], ['Bertrand Ovan', 'Valeria Morlun', 1], ['Bertrand Ovan', 'Albina Hafon', 1], ['Bertrand Ovan', 'Adan Morlun', 1], ['Bertrand Ovan', 'Benito Hawelon', 1]]"
157,2014-01-08 09:20:00,"[['Sten Sanjorge Jr (tethys)', 'Ada Campo-Corrente', 1], ['Sten Sanjorge Jr (tethys)', 'Sten Sanjorge Jr', 1], ['Sten Sanjorge Jr (tethys)', 'Orhan Strum', 1]]"
158,2014-01-08 09:40:00,"[['Felix Balas', 'Lidelse Dedos', 1], ['Felix Balas', 'Isande Borrasca', 1], ['Orhan Strum', 'Ada Campo-Corrente', 1], ['Orhan Strum', 'Sten Sanjorge Jr (tethys)', 1], ['Orhan Strum', 'Sten Sanjorge Jr', 1]]"
159,2014-01-08 09:45:00,"[['Benito Hawelon', 'Elsa Orilla', 1]]"
160,2014-01-08 09:50:00,"[['Lucas Alcazar', 'Sven Flecha', 1], ['Lucas Alcazar', 'Nils Calixto', 1]]"
161,2014-01-08 09:55:00,"[['Ada Campo-Corrente', 'Sten Sanjorge Jr (tethys)', 1], ['Ada Campo-Corrente', 'Sten Sanjorge Jr', 1], ['Ada Campo-Corrente', 'Orhan Strum', 1], ['Linnea Bergen', 'Axel Calzas', 1]]"
162,2014-01-08 10:10:00,"[['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Isak Baza', 1], ['Mat Bramar', 'Ingrid Barranco', 1], ['Mat Bramar', 'Varro Awelon', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Elsa Orilla', 1], ['Mat Bramar', 'Adan Morlun', 1], ['Mat Bramar', 'Benito Hawelon', 1], ['Mat Bramar', 'Irene Nant', 1], ['Mat Bramar', 'Birgitta Frente', 1], ['Mat Bramar', 'Ada Campo-Corrente', 1], ['Mat Bramar', 'Nils Calixto', 1], ['Mat Bramar', 'Marin Onda', 1], ['Mat Bramar', 'Lars Azada', 1], ['Mat Bramar', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Sten Sanjorge Jr', 1], ['Mat Bramar', 'Brand Tempestad', 1], ['Mat Bramar', 'Dante Coginian', 1], ['Mat Bramar', 'Inga Ferro', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Sven Flecha', 1], ['Mat Bramar', 'Hideki Cocinaro', 1], ['Mat Bramar', 'Henk Mies', 1], ['Mat Bramar', 'Valeria Morlun', 1], ['Mat Bramar', 'Linnea Bergen', 1], ['Mat Bramar', 'Axel Calzas', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Albina Hafon', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Kanon Herrero', 1], ['Mat Bramar', 'Felix Balas', 1], ['Mat Bramar', 'Kare Orilla', 1], ['Mat Bramar', 'Dylan Scozzese', 1], ['Mat Bramar', 'Loreto Bodrogi', 1], ['Mat Bramar', 'Claudio Hawelon', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Mat Bramar', 'Minke Mies', 1], ['Mat Bramar', 'Isia Vann', 1], ['Mat Bramar', 'Lucas Alcazar', 1], ['Mat Bramar', 'Stenig Fusil', 1], ['Mat Bramar', 'Felix Resumir', 1], ['Mat Bramar', 'Orhan Strum', 1], ['Mat Bramar', 'Isande Borrasca', 1], ['Mat Bramar', 'Varja Lagos', 1], ['Mat Bramar', 'Edvard Vann', 1], ['Mat Bramar', 'Adra Nubarron', 1], ['Mat Bramar', 'Bertrand Ovan', 1], ['Mat Bramar', 'Hennie Osvaldo', 1], ['Mat Bramar', 'Cecilia Morluniau', 1], ['Mat Bramar', 'Lidelse Dedos', 1], ['Mat Bramar', 'Emile Arpa', 1], ['Mat Bramar', 'Gustav Cazar', 1], ['Mat Bramar', 'Vira Frente', 1]]"
163,2014-01-08 10:15:00,"[['Sten Sanjorge Jr (tethys)', 'Ada Campo-Corrente', 1], ['Sten Sanjorge Jr (tethys)', 'Ingrid Barranco', 1]]"
164,2014-01-08 10:25:00,"[['Sten Sanjorge Jr (tethys)', 'Ada Campo-Corrente', 1], ['Sten Sanjorge Jr (tethys)', 'Sten Sanjorge Jr', 1], ['Sten Sanjorge Jr (tethys)', 'Orhan Strum', 1]]"
165,2014-01-08 10:55:00,"[['Sten Sanjorge Jr (tethys)', 'Willem Vasco-Pais', 1], ['Sten Sanjorge Jr (tethys)', 'Orhan Strum', 1]]"
166,2014-01-08 11:00:00,"[['Ada Campo-Corrente', 'Sten Sanjorge Jr (tethys)', 1], ['Ada Campo-Corrente', 'Sten Sanjorge Jr', 1], ['Ada Campo-Corrente', 'Orhan Strum', 1], ['Ingrid Barranco', 'Ada Campo-Corrente', 1]]"
167,2014-01-08 11:30:00,"[['Adan Morlun', 'Dylan Scozzese', 1], ['Adan Morlun', 'Varro Awelon', 1], ['Adan Morlun', 'Bertrand Ovan', 1], ['Adan Morlun', 'Emile Arpa', 1], ['Adan Morlun', 'Dante Coginian', 1], ['Adan Morlun', 'Cecilia Morluniau', 1], ['Adan Morlun', 'Irene Nant', 1], ['Adan Morlun', 'Henk Mies', 1], ['Adan Morlun', 'Valeria Morlun', 1], ['Adan Morlun', 'Albina Hafon', 1], ['Adan Morlun', 'Benito Hawelon', 1], ['Stenig Fusil', 'Varja Lagos', 1]]"
168,2014-01-08 11:35:00,"[['Orhan Strum', 'Willem Vasco-Pais', 1]]"
169,2014-01-08 11:45:00,"[['Sven Flecha', 'Nils Calixto', 1], ['Sven Flecha', 'Lucas Alcazar', 1], ['Sten Sanjorge Jr (tethys)', 'Ada Campo-Corrente', 1], ['Sten Sanjorge Jr (tethys)', 'Sten Sanjorge Jr', 1], ['Sten Sanjorge Jr (tethys)', 'Orhan Strum', 1]]"
170,2014-01-08 11:50:00,"[['Rachel Pantanal', 'Carla Forluniau', 1], ['Rachel Pantanal', 'Mat Bramar', 1], ['Rachel Pantanal', 'Anda Ribera', 1], ['Rachel Pantanal', 'Cornelia Lais', 1], ['Rachel Pantanal', 'Linda Lagos', 1], ['Rachel Pantanal', 'Ruscella Mies', 1], ['Albina Hafon', 'Dylan Scozzese', 1], ['Albina Hafon', 'Varro Awelon', 1], ['Albina Hafon', 'Bertrand Ovan', 1], ['Albina Hafon', 'Emile Arpa', 1], ['Albina Hafon', 'Dante Coginian', 1], ['Albina Hafon', 'Cecilia Morluniau', 1], ['Albina Hafon', 'Irene Nant', 1], ['Albina Hafon', 'Henk Mies', 1], ['Albina Hafon', 'Valeria Morlun', 1], ['Albina Hafon', 'Adan Morlun', 1], ['Albina Hafon', 'Benito Hawelon', 1]]"
171,2014-01-08 11:55:00,"[['Ada Campo-Corrente', 'Sten Sanjorge Jr (tethys)', 1], ['Ada Campo-Corrente', 'Sten Sanjorge Jr', 1], ['Ada Campo-Corrente', 'Orhan Strum', 1], ['Ingrid Barranco', 'Ada Campo-Corrente', 1]]"
172,2014-01-08 12:00:00,"[['Cecilia Morluniau', 'Adan Morlun', 1], ['Cecilia Morluniau', 'Benito Hawelon', 1], ['Cecilia Morluniau', 'Henk Mies', 1]]"
173,2014-01-08 12:05:00,"[['Nils Calixto', 'Sven Flecha', 1], ['Nils Calixto', 'Lucas Alcazar', 1], ['Lucas Alcazar', 'Sven Flecha', 1], ['Lucas Alcazar', 'Nils Calixto', 1]]"
174,2014-01-08 12:10:00,"[['Isak Baza', 'Sven Flecha', 1], ['Isak Baza', 'Nils Calixto', 1]]"
